Ticker,Name,EPS:2015:Q1,EPS:2015:Q2,EPS:2015:Q3,EPS:2015:Q4,EPS:2016:Q1,EPS:2016:Q2,EPS:2016:Q3,EPS:2016:Q4,EPS:2017:Q1,EPS:2017:Q2,EPS:2017:Q3,EPS:2017:Q4,EPS:2018:Q1,EPS:2018:Q2,EPS:2018:Q3,EPS:2018:Q4,P/E:2015:Q1,P/E:2015:Q2,P/E:2015:Q3,P/E:2015:Q4,P/E:2016:Q1,P/E:2016:Q2,P/E:2016:Q3,P/E:2016:Q4,P/E:2017:Q1,P/E:2017:Q2,P/E:2017:Q3,P/E:2017:Q4,P/E:2018:Q1,P/E:2018:Q2,P/E:2018:Q3,P/E:2018:Q4,ROIC:2015:Q1,ROIC:2015:Q2,ROIC:2015:Q3,ROIC:2015:Q4,ROIC:2016:Q1,ROIC:2016:Q2,ROIC:2016:Q3,ROIC:2016:Q4,ROIC:2017:Q1,ROIC:2017:Q2,ROIC:2017:Q3,ROIC:2017:Q4,ROIC:2018:Q1,ROIC:2018:Q2,ROIC:2018:Q3,ROIC:2018:Q4,ROE:2015:Q1,ROE:2015:Q2,ROE:2015:Q3,ROE:2015:Q4,ROE:2016:Q1,ROE:2016:Q2,ROE:2016:Q3,ROE:2016:Q4,ROE:2017:Q1,ROE:2017:Q2,ROE:2017:Q3,ROE:2017:Q4,ROE:2018:Q1,ROE:2018:Q2,ROE:2018:Q3,ROE:2018:Q4,FCF:2015,FCF:2016,FCF:2017,FCF:2018,GICS Sector,GICS Ind,GICS Ind Grp,Total Liab To Total Liab & Equity:2015,Total Liab To Total Liab & Equity:2016,Total Liab To Total Liab & Equity:2017,Total Liab To Total Liab & Equity:2018,Market Cap:2015,Market Cap:2016,Market Cap:2017,Market Cap:2018
ABTX US Equity,ALLEGIANCE BANCSHARES INC, , ,0.41,0.34,0.49,0.41,0.42,0.45,0.46,0.41,0.23,0.24,0.58,0.57,0.66,0.6, , , , , ,16.3982,17.564,21.9458,21.7544,22.3977,24.3709,25.0557,24.1272,24.4549,18.9317,13.7161, , , , , , ,6.0362,6.2274,5.9224,5.1528,5.818,4.9709,5.253,4.831,5.2905,5.0282, , , , , , ,8.9249,17.5447,17.1825,15.1916,17.036,16.1542,6.42,6.9401,8.6707,7.389,16381000,25924000,31299000,42640000,40,401010,4010,87.5999,88.5833,89.2713,84.8991,303027104,463189408,497989984,710124672
ACV US Equity,ALLIANZGI DIVERSIFIED INCOME, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.2653,23.3641,22.4903,18.0906,18.8961, , , , , , , , , , , , , , , , , , , 
ALPC US Equity,ALPHA INVESTMENT INC,0,-0.0001,0,-0.0001,0,0,0,-0.0001,0,0,0.0002,-0.0141,-0.0243,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1.2173,-25.109,-39.199,-40.425,-20.4431, , , , , , , , ,16.8025,16.58,17.6032,17.7286,16.5003,-103.8363, ,-52.801, ,-16929,-17534,-291558, , , , ,9282.8975,15275.1309,1.4889, , , , , 
ALPN US Equity,ALPINE IMMUNE SCIENCES INC,-7.8,-5.64,-1.56,-1.68,-2.04,-2.2,-2.44,-7.4148,-2.28,-21.6,0.2,-0.6662,-0.38,-0.57,-0.88,-0.804, , , , , , , , , , , , , , , , , , , ,-41.7265,-53.8134,-35.5995,-30.9485,-38.1309,-30.2142,-24.4683,-24.2539,-45.9118,-28.3092,-38.4367,-41.1959,-56.1233, , , , , ,-35.3677,-30.7022,16.7985,15.729,15.5097,14.9808,13.6124,-18.034,-27.3663,-43.0137,-59.0844,-19395000,-4579000,-17158000,-28911000,35,352010,3520,5.0268,19.9841,7.3983,18.7378,119676112,1363490.25,154909200,50983476
ATAO US Equity,ALTAIR INTERNATIONAL CORP,0,0,0, ,-0.004,0,0, ,-0.001,-0.001,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.4617,17.1141,16.0883,13.9502,11.3643, , , , , , , , , , , , , , , , , , , 
AMBR US Equity,AMBER ROAD INC,-0.27,-0.32,-0.24,-0.25,-0.22,-0.18,-0.14,-0.17,-0.16,-0.16,-0.08,-0.07,-0.11,-0.12,-0.06,-0.09, , , , , , , , , , , , , , , , ,-18.6118,-29.0104,-36.6909,-40.4568,-47.1055,-38.7538,-36.4175,-29.5189,-39.4146,-30.8237,-28.4382,-23.7059,-28.2515,-19.2347,-17.8046,-19.2917,-19.9242,-31.426,-39.7807,-51.3063,-53.3915,-51.237,-48.6242,16.1255,18.9689,22.5222,23.0746,24.6432,-40.177,-38.1329,-35.3701,-38.3836,-42257624,-2684580,-2386252,113591,45,451030,4510,61.1805,70.5206,74.3384,70.2531,133665736,244490512,200301152,229135536
AMCT US Equity,AMERICAN EDUCATION CENTER IN, , , , , , , , ,0.03,-0.0021,-0.0001,-0.0216,-0.04,-0.04,-0.06, , , , , , , , , , , , ,105.093, , , , , , , , , , , , , , , , ,-37.5213,-57.8754,-94.5959, , , , , , , , ,15.9183,15.9425,16.6516,11.7054,11.1065,-49.9229,-90.8306,-188.5679, , ,1804498,-1312291, , , , , ,49.5485,42.5546, , ,21092500,26877500, 
AREB US Equity,AMERICAN REBEL HOLDINGS INC, ,0, , ,0,0.01,-0.02,-0.0907,-0.02,-0.11,-0.02,-0.029,-0.03,-0.02,-0.01, , , , , , , , , , , , , , , , , , , , , , , , , ,-277.4051, ,-1502.8665, ,-540.3271,-1460.281,-1040.6785, , , , , , , , ,15.8505,14.0199,12.9397,12.1413,20.2339, , , , ,-24125,-1348735,-1561490, , , , ,199.819,227.8314,339.3483, , , , , 
ARA US Equity,AMERICAN RENAL ASSOCIATES HO,0.1302,0.2273,0.1858,0.31,0.17,-0.3325,0.35,-0.02,-0.3991,-0.15,0.26,0.05,-0.0103,-0.59,0.06, , , , , , ,29.1019,19.3551,30.1012,75.1994,228.4061,129.8206,38.3767,21.2635,15.9944,25.844, , , , ,15.944, , , ,14.1808,11.9667,11.6664,11.4146,11.2855,12.1075,10.1497,10.1867, , , , , , , , ,15.7256,20.3199,24.8635,30.3673,36.2409, , , , ,87322000,110779000,92474000, ,35,351020,3510,83.0625,72.006,72.9955, , ,657444800,557399232, 
AREC US Equity,AMERICAN RESOURCES CORP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.4552,15.9104,13.7097,12.3307,11.6169, , , , , , , , ,15,151040,1510, , , , , , , , 
AMPH US Equity,AMPHASTAR PHARMACEUTICALS IN,-0.01,-0.15,-0.07,0.17,0.06,0.15,0.09,-0.06,0.02,0.04,0,0.0148,-0.16,-0.06,0.05,0.04, , , , , ,52.594,41.517,74.9298,83.0251,325.6331, ,535.3516, , , , ,-3.4173,-5.2386,-4.1728,-0.0676,1.1371,5.1631,7.119,3.364,2.7124,0.923,-0.2585, ,-1.9424,-2.8126,-2.1836, ,-3.6717,-5.3095,-4.5302,-0.9654,0.1275,4.6932,6.797,15.0008,10.644,16.6623,18.987,15.3455,-1.3765,-2.8307,-2.1425, ,-3737000,17178000,4110000,-8617000,35,352020,3520,24.2546,23.0241,25.8071,29.0527,643174528,851899648,897037696,927959232
ANC/H CN Equity,ANCHOR CAPITAL CORP, , , , , , , , ,0,0,-0.01,-0.0088,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-87.039,-88.0332,-95.233, , , , , , , , ,14.9445,14.0474,11.1646,12.314,16.1448,-87.039,-88.0332,-95.233, ,-1088210, , , ,30,302020,3020,74.4264, , , ,414283872, , , 
ANPFF US Equity,ANPULO FOOD INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.4394,14.2414,14.141,16.0574,19.0891, , , , , , , , , , , , , , , , , , , 
ANTL CN Equity,ANTLER GOLD INC, , , , , , ,-0.002, ,-0.0047,-0.0033,-0.005,-0.005,-0.006,-0.003,-0.002, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-17.1989,-15.3925,-12.3058, , , , , , , , ,14.3135,12.0075,8.051,8.5156,11.3021,-17.1989,-15.3925,-12.3058, ,-10538000,7258000,27158000,34166000,45,451030,4510,19.655,24.7356,22.8294,47.7379,489771584,804198144,1410211456,2007439616
PCFP US Equity,APOTHECA BIOSCIENCES INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.0169,12.513,13.9817,16.5649,19.1841, , , , ,-14600,-30251,-150835,-678166,35,352020,3520, ,1872.9803,1.8844,5.0877, , ,32019960,20999220
APPF US Equity,APPFOLIO INC - A,-0.14,-0.36,-0.14,-0.12,-0.11,-0.07,-0.03,-0.04,0.02,0.08,0.11,0.08,0.13,0.22,0.16,0.08, , , , , , , , , ,1089.5721,296.8654,152.899,110.0123,122.1734,139.8991,105.5077, , , ,-36.2209,-34.8023,-19.2877,-15.2007,-11.8232,-6.0169,1.162,7.4003,11.9951,15.7548,19.7251,20.2492,16.9822, , , , , ,-20.804,-14.9278,13.9539,12.3272,7.0163,1.7209,-0.147,16.409,20.4981,21.0485,22.5711,-19808000,68399000,-31892000,-33323000,35,352010,3520,5.1478,39.5521,22.0344,16.3247,252741840,255017616,92247704,67066200
APPB US Equity,APPLIED BIOSCIENCES CORP,0,0,0,0,0,0,0,-0.0008,0,0,-0.03,-0.0061,-0.01,-0.01,-0.02,-0.1191, , , , , , , , , , , , , , , , , , , , , , , , , , , ,-67.6001,-101.0149,-89.5154,-80.0075,-206.3003, , , , , , , ,13.6311,13.8971,15.9986,12.3244,12.8525, , ,-79.419,-204.725, , , , , , , , , , , , , , , 
AGTC US Equity,APPLIED GENETIC TECHNOLOGIES,-0.34,-0.28,-0.38,-0.48,-0.53,0.17,0.11,0.15,0.17,0.1,-0.07,-0.18,-0.08,-0.29,-0.45,-0.37, , , , , , , , ,16.5763,17.9808,20.2941,510, , , , , , ,-35.0431,-30.4942,-28.3363,-20.6677,-12.6833,-2.1122,9.4007,7.9028,4.9586,-0.1543,-3.9815,-10.0585,-16.6026,-20.6558, , , ,-30.3208,-28.1563,-20.3474,-12.1979,13.4659,18.6634,20.931,17.2855,12.754,-3.495,-9.5715,-16.0362,-19.8582,-31433,-65484, , ,45,451030,4510,3362.2158,2778.6953, , , ,46376668, , 
APYP US Equity,APPYEA INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13.1686,12.6504,12.1368,12.4772,0.7088, , , , ,-9405197,-37833000,-28436000,-30011000,20,202010,2020,28.7897,20.326,20.7907,29.8174,75352568,234390080,38081684,70857032
APTY US Equity,APT SYSTEMS INC,-0.01,0,0,-0.0044,0,0,-0.01,-0.0011,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12.9824,14.4608,13.9473,14.2397,10.2667, , , , ,-11744000,-4529000,4521000,7256000,55,551040,5510,37.7056,31.5244,37.8646,53.6023, ,647297664,411000640,505874208
AQMS US Equity,AQUA METALS INC,-1.12,-0.68,-0.19,-0.1729,-0.15,-0.2,-0.23,-0.3,-0.26,-0.42,-0.31,-0.32,-0.27,-0.33,-0.24,-0.3388, , , , , , , , , , , , , , , , , , , ,-33.2705,-38.6726,-36.0923,-25.2746,-23.9925,-27.4427,-34.7928,-42.0141,-37.339,-40.5839,-38.8347,-46.3936,-56.7672, , , , , , ,-28.9335,12.6615,12.6087,12.9374,12.9755,13.3197,-50.1188,-47.8206,-58.9109,-73.8233,-20295000,-30939000,-45212000,-31626000,35,352010,3520,4.3435,6.2936,10.3708,6.3722,214805584,386716192,276035776,50840716
WAAS US Equity,AQUAVENTURE HOLDINGS LTD, , , , , , , , ,-0.23,-0.2,-0.28,-0.2386,-0.24,-0.19,-0.1,-0.252, , , , , , , , , , , , , , , , , , , , , , , , , ,-4.0507,-4.2362,-3.1155,-3.0761,-2.8378,-1.8567,-1.3659, , , , , , , ,12.6023,16.1117,16.2866,17.1262,17.7498,-7.1581,-7.0961,-5.828,-6.0894,-69064000,-40721000,-117034000, ,35,352010,3520,4.7629,26.5131,11.7523, ,364516864,519173888,79063880,39360640
AQXP US Equity,AQUINOX PHARMACEUTICALS INC,-0.6,-0.44,-0.43,-0.3278,-0.39,-0.63,-0.46,-0.4793,-0.36,-0.59,-0.5,-0.6932,-0.62,0.12,-0.64,-0.2105, , , , , , , , , , , , , , , , ,-60.9178,-66.3593,-30.1496,-29.7744,-33.4328,-48.1322,-23.4979,-29.5717,-32.6577,-38.7696,-33.9636,-41.7435,-51.3081,-38.5155,-45.7834,-37.7819,-61.5454,-67.3482,-30.7423,-30.242,-33.4564,-48.0242,-23.3275,12.4852,12.6544,12.5166,12.8081,9.7713,-50.7164,-37.8325,-45.0344,-36.8212,-15260000,-17286000,-14044000,-13881000,30,302020,3020,45.8191,60.7629,51.6777,46.6575,134319952,40928664,11737847,15136493
ARAV US Equity,ARAVIVE INC,-4.74,-4.02,-4.14,-4.14,-4.92,-4.5,-5.52,-3.84,-5.1,-6.24,-8.4,5.22,-1.5,-1.62,-1.08,-4.82, , , , , , , , , , , , , , ,8.2353, ,-28.255,-23.1667,-41.5831,-47.921,-44.1343,-31.073,-61.5751,-58.755,-72.3649,-100.5468,-172.7198,-72.1967,-60.3156,-42.6655,12.2772,-100.7904,-28.037,-23.0302,-41.3975,-47.7955,-44.1574,-31.0055,-61.4784,12.175,11.7072,11.6681,11.513,21.6943,-63.2482,-45.7303,10.179,-106.9831,-75294000,-97400000,-67545000,-70585000,35,352010,3520,6.8792,9.3745,11.7737,36.8288,470483744,671793792,313730848,111904760
RKDA US Equity,ARCADIA BIOSCIENCES INC,-74.2,-3.8,-2.2,-1.8,-2.4,-2,-1.8,-2.5611,-2,-1.8,-2.2,-1.3834,-4.86,-2.02,0.93,-0.1347, , , , , , , , , , , , , , , , , , , , ,-50.969,-27.6778,-28.9423,-33.7417,-34.6326,-36.2562,-54.935,-53.4917,-72.4659,-71.5427,-147.2988,-172.2416, , , , , ,-45.9944,-49.8234,11.6196,11.345,9.5067,9.1256,8.7586,-232.2303,-216.4082,-133.9099,-129.4784,-538662016,-637568000,-1896254976,-1435521024,40,402030,4020,77.0466,76.3751,82.9475,86.269,2735972096,4065340928,4248428032,1806343040
ARDX US Equity,ARDELYX INC,-0.19,0.43,-0.7,-0.65,-0.7,-0.83,-0.65,-0.66,-0.59,-0.54,-0.44,0.21,-0.36,-0.42,-0.39,-0.45, ,783.4576, , , , , , , , , , , , , , ,-19.5025,1.6126,-10.5262,-34.7136,-25.1323,-41.1677,-41.522,-74.6343,-46.7009,-53.9695,-61.1762,-39.5178,-37.0488,-33.0519,-40.0842,-71.3563, ,1.5688,-10.5823,-34.9339,-25.2028,-41.1864,-41.4712,11.5395,18.502,22.5415,21.3587,18.3909,-35.9671,-32.3744,-39.7799,-71.5712,-70707320,-56006944,-39099244, ,35,352010,3520,190.8619,93.6529,144.4421, ,95317944,202189584,6189474, 
ARES US Equity,ARES MANAGEMENT CORP - A,0.23,0.15,-0.14,0.0023,-0.04,0.46,0.45,0.35,-0.58,0.54,0.26,0.4,0.39,-0.2,0.09,0.05, , , , ,21.4309,12.9406,10.7795,11.1981,5.2464,4.551,6.4168,8.9236,51.5592, , ,95.3817, ,1.6302,2.9118,1.593,-0.0887,0.1652,3.6526,5.9844,2.4715,2.9516,2.1736,2.5494,6.5307,4.2879,3.2534,1.815, ,4.1805,2.6917,2.399,-0.2925,4.1159,26.1317,11.4842,11.6475,7.9506,7.4981,6.178,46.1924,24.0255,21.2037,11.0366, , , , , , , , , , , , , , , 
ARGSQ US Equity,ARGOS THERAPEUTICS INC,-17.8,-19,-19.4,-16.8,-11.4,-9.6,-6.4,-7.4,-11.6,-4.2,-2,-0.38,-0.28,-0.61,-0.47, , , , , , , , , , , , , , , , , ,-96.8803,-128.0377,-144.7856,-190.0597,-194.2222,-141.0535,-108.2362,-143.3511,-426.3472,-269.8064,-173.2237,-170.1376,-152.7403,-252.8615,-207.2635, ,-140.2025,-209.758, , , ,-1402.8918, ,11.3628,12.192,8.2666,6.6549,4.1674, , , , ,180544000,152876000,616348032,479288992,45,452010,4520,32.0494,35.9274,32.4661,30.4542,5303394816,6852380672,17363658752,15943247872
ASNT US Equity,ARIAS INTEL CORP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11.1327,11.0194,10.3197,9.963,10.2824, , , , ,-13502, ,-216821,-1610020, , , ,10.212, ,5.1261,133.9987, , , ,18202980
ANET US Equity,ARISTA NETWORKS INC,0.37,0.36,0.42,0.65,0.52,0.57,0.74,0.84,1.16,1.42,1.84,1.42,1.95,-2.08,2.25,2.26,49.9402,52.6762,34.2722,38.482,29.1134,27.4573,34.0602,35.4711,44.4712,42.2707,41.2096,41.2158,39.6008,29.3259,29.2588,23.2061,22.1348,16.9525,16.9413,17.8096,17.6276,18.1732,19.3254,19.55,22.3982,26.1528,30.117,30.2662,31.0573,14.5,14.6468,16.6386,25.5897,17.5863,17.4642,17.7661,17.8398,18.361,19.3626,11.0488,10.9168,10.8764,8.7604,8.2983,31.5188,14.7323,15.0765,17.2443,-49400924,-67351896,-108498864,-167070032,35,352010,3520,8.6853,7.0805,11.2656,12.2012,460349408,656203520,1481590784,2639785728
ATZ CN Equity,ARITZIA INC-SUBORDINATE VOTI, , , , , ,0.05,0.15,0.0972,0.08,-0.65,-0.08,0.1071,0.07,0.05,0.25,0.1425, , , , , , , , , , , , , ,28.055,25.4911,24.659, , , , , , , , , , , ,-16.0938,-16.7716,7.7507,15.6249,15.8244, , , , , , , ,10.838,11.3287,11.0414,9.4106,6.2779,-33.2043,10.992,23.6707,23.4319, ,-299862,2751390, ,40,402030,4020, ,439.2855,18.6161, , ,126060000,630169984, 
ARTL US Equity,ARTELO BIOSCIENCES INC, ,0,0, , , , , ,0,0,-0.01, ,-0.02,-0.05,-0.05,-0.1681, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.7827,11.0705,11.2111,10.9632,8.1682, , , , ,-16597000,-13794000,-10724000,-12247000,10,101010,1010,12.5648,14.1866,18.4727,29.0528,140732048,96517432,115378760,51063592
ASND US Equity,ASCENDIS PHARMA A/S - ADR,0.0789,-0.6973,-0.3336,-0.5218,-0.9048,-0.5987,-0.8037,-0.5764,-0.8308,-1.035,-1.2219,-1.0888,-1.315,-0.6557,-0.9419, , , , , , , , , , , , , , , , , , , ,-48.1674,-51.954,-41.4421,-47.032,-62.1954,-48.294,-60.1041,-81.5704,-74.1545,-62.5565,-50.3174,-61.3727,-57.7617, , , ,-37.1964,-41.6238,-43.697,-46.8657,-62.1511,10.5417,10.3009,9.157,10.312,11.1439,-55.8032,-57.6438,-52.2535, ,-121723000,-87628000,-80775000,-126680000,25,255040,2550,62.7274,65.0029,55.9195,57.0032, , ,913952896,2071811200
AEEX US Equity,ASIA EQUITY EXCHANGE GROUP I, , , , ,0,0,0,0,0,0,0.006,0,0.01, , , , , , , , , , , , ,175714.2813,1084.0198,873.1466,344.7527, , , , , , , , , , , ,-63.8906,-10.0384,355.7042,13.0766,18.0094, , , , , , , , , , ,10.3609,10.8202,9.3659,7.2859,4.9263,22.6286, , , ,-37446000,-63045000,-107734000,-215696992,35,352010,3520,3.0387,3.8566,18.3282,13.5214,751597120,410848608,556212992,1596337792
ASPN US Equity,ASPEN AEROGELS INC,-0.12,-0.12,-0.11,0.07,-0.08,-0.06,-0.13,-0.25,-0.39,-0.23,-0.13,-0.07,-0.29,-0.29,-0.27,-0.59, , , , , , , , , , , , , , , , ,-28.3015,-8.5035,-8.688,-5.0964,-4.3293,-3.2399,-3.4097,-9.6499,-16.3593,-20.2761,-20.9674,-17.4171,-16.6992,-18.6755,-15.8333,-37.3711, ,-8.62,-8.8045,-5.213,-4.4425,-3.3496,-3.8712,10.3242,18.2148,31.2938,23.5818,28.2121,-16.901,-19.3175,-16.398,-40.2343,-44332000,102095000,66029000,64832000,20,202010,2020,71.1414,68.772,71.5976,71.9709,718336000,565404288,750176896,301034400
HOME US Equity,AT HOME GROUP INC, , , ,-0.0249, , , ,1.1561,0.1231,0.1247,-0.03,0.25,0.17,0.16,0.04,0.16, , , , , , , , , , ,7.7692,24.0483,26.415,36.1892,32.7136,41.7241, , , , , , , ,5.4968, , , ,4.9354,4.8343,4.8325,5.0551,4.305, , , , , , , ,9.8464,9.6617,9.9724,10.0617,-0.199,6.435,6.9694,6.8758,5.6517,1049000000,1199000064,3169999872,2873999872,40,403010,4030,93.3671,92.0887,90.8388,93.4058, ,9076118528,10316144640,7850492928
ATRA US Equity,ATARA BIOTHERAPEUTICS INC,-0.42,-0.62,-0.43,-0.75,-0.58,-0.66,-0.88,-0.63,-0.88,-0.94,-1.02,-1.15,-1.05,-1.15,-1.29,-1.75, , , , , , , , , , , , , , , , ,-26.8056,-39.719,-24.3907,-27.7385,-27.9366,-31.7922,-27.6499,-28.2967,-33.3643,-38.3447,-43.5824,-55.9817,-40.7735,-47.9729,-62.38,-91.2406, , , ,-27.36,-27.5029,-31.1977,-27.1751,9.56,10.4473,10.9242,11.2846,11.3348,-40.2429,-47.1273,-61.0827,-89.2934,114224000,139816000,96532000,107202000,20,201040,2010,85.969,77.9106,70.3009,90.7815, ,1170469760,1235089024,1249022976
ATTO US Equity,ATENTO SA,0.28,0.09,0.24,0.07,-0.07,-0.11,-0.0512,0.2264,0.12,-0.05,-0.16,-0.12,-0.02,0.05,0.0365,0.2, ,52.4611,29.9175,10.9441,13.2329,19.1375,29.2194,27.8642,23.6001,25.4834,45.8962,350.3745, , , ,18.5254, ,5.812,4.4799,7.8137,6.4357,4.875,2.0573,6.2711,7.3228,4.3943,6.4769,1.4947,-1.7799,3.6685,3.8839,4.5676, , , ,11.3936,5.6697,2.119,-2.7451,9.5218,14.7434,12.8783,14.025,10.473,-6.8564,-5.6714,-1.6663,5.3149,193478000,328465984, , ,55,551050,5510,80.8932,80.9754,81.9349,82.2955,1933185920,1939203968,2125608064,1964258304
ATH US Equity,ATHENE HOLDING LTD-CLASS A,0.99,0.5614,0.4038,1.3027,0.47,1.0375,0.6783,1.92,2,1.6656,1.3956,2.23,1.36,1.34,3.24,-0.53, , , , , , , ,36.1474,67.9794,127.5974,81.1901, ,34.6537,18.4448,50.582,3.7325, , , , , , , ,6.2662,10.8641,14.2183,9.2552,12.2572,5.108,21.8428,21.9057,26.2729, , , , , , , ,9.4792,9.0437,5.6123,0.3161,-0.3033,16.0447,14.8311,18.1644,12.2393,-30627, ,-191347, , , , ,5471.5229, ,83.109, , , ,25688654, 
ATKR US Equity,ATKORE INTERNATIONAL GROUP I, ,0.09, , , ,0.22,0.33,0.25,0.28,0.3,0.43,0.33,0.43,0.83,0.73,0.69, , , , , , , , ,19.1478,18.9887,15.5058,12.9298,14.2675,12.3266,10.8614,11.8232, , , ,2.7915, , , ,9.8761, ,12.2794,12.343,11.146,12.135,12.9377,13.7628,14.8755, , , ,-2.9782, , , ,9.4637,9.7499,13.1129,14.336,15.7272,28.2298,64.0345,59.8383,56.59,66445000,95329000,184252000,281247008,45,451030,4510,52.1469,26.1672,30.3624,62.5357, ,5599636992,7995134976,14711849984
AY US Equity,ATLANTICA YIELD PLC,-0.18,0.14,0.26,-2.34,-0.26,0.03,0.33,-0.15,-0.12,0.2433,0.299,-1.54,-0.05,0.7196,0.5305,-0.79, , , , , , , , ,232.8889,70.4272,72.3379, , , , ,47.7993,2.153, , , , ,1.4783,1.324,2.2672,2.7128,3.565,3.7679,-10.3955,-11.8984,-11.5281,-11.1635,2.4934,-1.2412,-0.1967,0.374,-11.5022,-12.4542,-11.2187,-11.2604,9.4398,11.6676,12.1396,10.1133,16.7841,-5.8705,-3.1562,-1.8473,2.464,-4390959,-6827000,-9349000,-9796000,45,453010,4530,483.6161,3.8357,5.3294,8.3226, ,81168752,52657128,43147580
ATLT US Equity,ATLAS TECHNOLOGY INTERNATION,0,-0.0006,0,-0.0001, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9.313,9.5211,8.8895,9.0503,7.8596, , , , ,-37461000,-53461000,-43676000,-31657000,35,352010,3520,11.2782,22.0096,28.1014,36.2037,232676880,51051388,104262064,15158048
TEAM US Equity,ATLASSIAN CORP PLC-CLASS A, ,0.03, ,-0.01,0.03,0.03,-0.01,-0.02,-0.01,-0.01,-0.08,-0.09,-0.05,-0.28,-0.06,-0.11, , , , , , ,616.2856,902.3447, , , , , , , , , , , ,8.114, , , ,1.0513,-1.326,-2.0461,-4.3644,-6.5637,-7.4778,-15.858,-14.727,-8.8024, , , ,4.2964, , , ,9.2977,13.0633,16.6266,17.7731,28.5363,-6.0038,-13.8762,-12.8633,-12.9698,-29201000,-65667000,-92116000,-119587000,35,352010,3520,13.4333,15.9696,12.3496,6.3064, ,397030112,934417728,928417472
ATOM US Equity,ATOMERA INC,-2,-1.28,-1.09, ,-1.54,-1.61,-0.55,-0.2841,-0.29,-0.3,-0.27,-0.21,-0.26,-0.26,-0.28,-0.22, , , , , , , , , , , , , , , , , , , , , , , , ,-99.5706,-105.7477,-59.5851,-61.6321,-67.3073,-74.3075,-89.243,-75.6181, , , , , , , ,9.0359,9.7424,9.2067,8.4781,6.7459,-66.7054,-73.5139,-88.2262,-74.5405, , , , , , , , , , , , , , , 
LIFE US Equity,ATYR PHARMA INC,-9.39,-0.74,-0.48,-0.7,-0.68,-0.65,-0.58,-0.53,-0.56,-0.51,-0.43,-0.39,-0.36,-0.35,-0.24,-0.21, , , , , , , , , , , , , , , , , , , ,-70.687,-69.654,-50.2471,-58.4284,-60.124,-66.7157,-71.37,-59.5487,-60.7965,-66.1225,-71.2986,-53.444,-49.6438, , , , , ,-52.4917,-60.8252,8.8302,8.8951,8.8421,8.9525,7.334,-86.4413,-102.4366,-71.2986,-70.5172,-28807068,-29697936,-24282154,-13232164,35,352020,3520,15.2811,60.3374,112.1293,63.0485,167695696,37364588,27810672,15917089
BOLD US Equity,AUDENTES THERAPEUTICS INC, , , , ,-0.2915,-6.43,-0.94,-2.1149,-0.83,-0.87,-0.88,-0.8137,-0.74,-0.85,-0.97,-0.84, , , , , , , , , , , , , , , , , , , , , , , ,-53.384,-67.9866,-61.779,-53.6406,-64.231,-42.7606,-42.2637,-48.7291, , , , , , , , ,8.49,8.1174,7.8941,6.9196,6.0108,-42.9452,-42.2736,-48.409, ,-32690,-552866,-141048, , , , ,79.6818,670.8273,940.2399, ,5046750,2928560,539473.4375, 
ARSN US Equity,AUREUS INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.7658,8.0969,8.2202,8.3523,8.4711, , , , ,-41460000,-54040000,-34521000,-18498000,35,351010,3510,71.187,92.0813,336.5456,60.0827,287134752,87971320,6068586,10476600
EARS US Equity,AURIS MEDICAL HOLDING LTD,-2.8,-3.2011,-1.5,-1.6,-2.6,-2.5,-2.3,-1.5844,-2.2,-1.2,-1.4,-1,-0.3,-0.5,-0.14,-0.12, , , , , , , , , , , , , , , , ,-70.1399,-85.6883,-52.8264,-60.5549,-74.2484,-75.1265,-87.7636,-101.9769,-128.8789,-167.1088,-262.1086,-394.4078,-445.8472,-1976.8438, ,-1115.5759,-63.9807,-81.6486,-51.0786,-59.31,-73.8872,-71.2801,-88.6371,7.63,-1.9348,3.8683,7.203,11.5879, , , , ,271700000,423100000,415000000,352700000,15,151010,1510,80.5063,78.7494,79.3946,80.3691,6340035072,6541599744,7892603904,5777714176
