Ticker,Name,EPS:2015:Q1,EPS:2015:Q2,EPS:2015:Q3,EPS:2015:Q4,EPS:2016:Q1,EPS:2016:Q2,EPS:2016:Q3,EPS:2016:Q4,EPS:2017:Q1,EPS:2017:Q2,EPS:2017:Q3,EPS:2017:Q4,EPS:2018:Q1,EPS:2018:Q2,EPS:2018:Q3,EPS:2018:Q4,P/E:2015:Q1,P/E:2015:Q2,P/E:2015:Q3,P/E:2015:Q4,P/E:2016:Q1,P/E:2016:Q2,P/E:2016:Q3,P/E:2016:Q4,P/E:2017:Q1,P/E:2017:Q2,P/E:2017:Q3,P/E:2017:Q4,P/E:2018:Q1,P/E:2018:Q2,P/E:2018:Q3,P/E:2018:Q4,ROIC:2015:Q1,ROIC:2015:Q2,ROIC:2015:Q3,ROIC:2015:Q4,ROIC:2016:Q1,ROIC:2016:Q2,ROIC:2016:Q3,ROIC:2016:Q4,ROIC:2017:Q1,ROIC:2017:Q2,ROIC:2017:Q3,ROIC:2017:Q4,ROIC:2018:Q1,ROIC:2018:Q2,ROIC:2018:Q3,ROIC:2018:Q4,ROE:2015:Q1,ROE:2015:Q2,ROE:2015:Q3,ROE:2015:Q4,ROE:2016:Q1,ROE:2016:Q2,ROE:2016:Q3,ROE:2016:Q4,ROE:2017:Q1,ROE:2017:Q2,ROE:2017:Q3,ROE:2017:Q4,ROE:2018:Q1,ROE:2018:Q2,ROE:2018:Q3,ROE:2018:Q4
PCFP US Equity,APOTHECA BIOSCIENCES INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.0169,12.513,13.9817,16.5649,19.1841, , , , 
APPF US Equity,APPFOLIO INC - A,-0.14,-0.36,-0.14,-0.12,-0.11,-0.07,-0.03,-0.04,0.02,0.08,0.11,0.08,0.13,0.22,0.16,0.08, , , , , , , , , ,1089.5721,296.8654,152.899,110.0123,122.1734,139.8991,105.5077, , , ,-36.2209,-34.8023,-19.2877,-15.2007,-11.8232,-6.0169,1.162,7.4003,11.9951,15.7548,19.7251,20.2492,16.9822, , , , , ,-20.804,-14.9278,13.9539,12.3272,7.0163,1.7209,-0.147,16.409,20.4981,21.0485,22.5711
APPB US Equity,APPLIED BIOSCIENCES CORP,0,0,0,0,0,0,0,-0.0008,0,0,-0.03,-0.0061,-0.01,-0.01,-0.02,-0.1191, , , , , , , , , , , , , , , , , , , , , , , , , , , ,-67.6001,-101.0149,-89.5154,-80.0075,-206.3003, , , , , , , ,13.6311,13.8971,15.9986,12.3244,12.8525, , ,-79.419,-204.725
AGTC US Equity,APPLIED GENETIC TECHNOLOGIES,-0.34,-0.28,-0.38,-0.48,-0.53,0.17,0.11,0.15,0.17,0.1,-0.07,-0.18,-0.08,-0.29,-0.45,-0.37, , , , , , , , ,16.5763,17.9808,20.2941,510, , , , , , ,-35.0431,-30.4942,-28.3363,-20.6677,-12.6833,-2.1122,9.4007,7.9028,4.9586,-0.1543,-3.9815,-10.0585,-16.6026,-20.6558, , , ,-30.3208,-28.1563,-20.3474,-12.1979,13.4659,18.6634,20.931,17.2855,12.754,-3.495,-9.5715,-16.0362,-19.8582
APYP US Equity,APPYEA INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13.1686,12.6504,12.1368,12.4772,0.7088, , , , 
APTY US Equity,APT SYSTEMS INC,-0.01,0,0,-0.0044,0,0,-0.01,-0.0011,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12.9824,14.4608,13.9473,14.2397,10.2667, , , , 
AQMS US Equity,AQUA METALS INC,-1.12,-0.68,-0.19,-0.1729,-0.15,-0.2,-0.23,-0.3,-0.26,-0.42,-0.31,-0.32,-0.27,-0.33,-0.24,-0.3388, , , , , , , , , , , , , , , , , , , ,-33.2705,-38.6726,-36.0923,-25.2746,-23.9925,-27.4427,-34.7928,-42.0141,-37.339,-40.5839,-38.8347,-46.3936,-56.7672, , , , , , ,-28.9335,12.6615,12.6087,12.9374,12.9755,13.3197,-50.1188,-47.8206,-58.9109,-73.8233
WAAS US Equity,AQUAVENTURE HOLDINGS LTD, , , , , , , , ,-0.23,-0.2,-0.28,-0.2386,-0.24,-0.19,-0.1,-0.252, , , , , , , , , , , , , , , , , , , , , , , , , ,-4.0507,-4.2362,-3.1155,-3.0761,-2.8378,-1.8567,-1.3659, , , , , , , ,12.6023,16.1117,16.2866,17.1262,17.7498,-7.1581,-7.0961,-5.828,-6.0894
AQXP US Equity,AQUINOX PHARMACEUTICALS INC,-0.6,-0.44,-0.43,-0.3278,-0.39,-0.63,-0.46,-0.4793,-0.36,-0.59,-0.5,-0.6932,-0.62,0.12,-0.64,-0.2105, , , , , , , , , , , , , , , , ,-60.9178,-66.3593,-30.1496,-29.7744,-33.4328,-48.1322,-23.4979,-29.5717,-32.6577,-38.7696,-33.9636,-41.7435,-51.3081,-38.5155,-45.7834,-37.7819,-61.5454,-67.3482,-30.7423,-30.242,-33.4564,-48.0242,-23.3275,12.4852,12.6544,12.5166,12.8081,9.7713,-50.7164,-37.8325,-45.0344,-36.8212
ARAV US Equity,ARAVIVE INC,-4.74,-4.02,-4.14,-4.14,-4.92,-4.5,-5.52,-3.84,-5.1,-6.24,-8.4,5.22,-1.5,-1.62,-1.08,-4.82, , , , , , , , , , , , , , ,8.2353, ,-28.255,-23.1667,-41.5831,-47.921,-44.1343,-31.073,-61.5751,-58.755,-72.3649,-100.5468,-172.7198,-72.1967,-60.3156,-42.6655,12.2772,-100.7904,-28.037,-23.0302,-41.3975,-47.7955,-44.1574,-31.0055,-61.4784,12.175,11.7072,11.6681,11.513,21.6943,-63.2482,-45.7303,10.179,-106.9831
RKDA US Equity,ARCADIA BIOSCIENCES INC,-74.2,-3.8,-2.2,-1.8,-2.4,-2,-1.8,-2.5611,-2,-1.8,-2.2,-1.3834,-4.86,-2.02,0.93,-0.1347, , , , , , , , , , , , , , , , , , , , ,-50.969,-27.6778,-28.9423,-33.7417,-34.6326,-36.2562,-54.935,-53.4917,-72.4659,-71.5427,-147.2988,-172.2416, , , , , ,-45.9944,-49.8234,11.6196,11.345,9.5067,9.1256,8.7586,-232.2303,-216.4082,-133.9099,-129.4784
ARDX US Equity,ARDELYX INC,-0.19,0.43,-0.7,-0.65,-0.7,-0.83,-0.65,-0.66,-0.59,-0.54,-0.44,0.21,-0.36,-0.42,-0.39,-0.45, ,783.4576, , , , , , , , , , , , , , ,-19.5025,1.6126,-10.5262,-34.7136,-25.1323,-41.1677,-41.522,-74.6343,-46.7009,-53.9695,-61.1762,-39.5178,-37.0488,-33.0519,-40.0842,-71.3563, ,1.5688,-10.5823,-34.9339,-25.2028,-41.1864,-41.4712,11.5395,18.502,22.5415,21.3587,18.3909,-35.9671,-32.3744,-39.7799,-71.5712
ARES US Equity,ARES MANAGEMENT CORP - A,0.23,0.15,-0.14,0.0023,-0.04,0.46,0.45,0.35,-0.58,0.54,0.26,0.4,0.39,-0.2,0.09,0.05, , , , ,21.4309,12.9406,10.7795,11.1981,5.2464,4.551,6.4168,8.9236,51.5592, , ,95.3817, ,1.6302,2.9118,1.593,-0.0887,0.1652,3.6526,5.9844,2.4715,2.9516,2.1736,2.5494,6.5307,4.2879,3.2534,1.815, ,4.1805,2.6917,2.399,-0.2925,4.1159,26.1317,11.4842,11.6475,7.9506,7.4981,6.178,46.1924,24.0255,21.2037,11.0366
ARGSQ US Equity,ARGOS THERAPEUTICS INC,-17.8,-19,-19.4,-16.8,-11.4,-9.6,-6.4,-7.4,-11.6,-4.2,-2,-0.38,-0.28,-0.61,-0.47, , , , , , , , , , , , , , , , , ,-96.8803,-128.0377,-144.7856,-190.0597,-194.2222,-141.0535,-108.2362,-143.3511,-426.3472,-269.8064,-173.2237,-170.1376,-152.7403,-252.8615,-207.2635, ,-140.2025,-209.758, , , ,-1402.8918, ,11.3628,12.192,8.2666,6.6549,4.1674, , , , 
ASNT US Equity,ARIAS INTEL CORP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11.1327,11.0194,10.3197,9.963,10.2824, , , , 
ANET US Equity,ARISTA NETWORKS INC,0.37,0.36,0.42,0.65,0.52,0.57,0.74,0.84,1.16,1.42,1.84,1.42,1.95,-2.08,2.25,2.26,49.9402,52.6762,34.2722,38.482,29.1134,27.4573,34.0602,35.4711,44.4712,42.2707,41.2096,41.2158,39.6008,29.3259,29.2588,23.2061,22.1348,16.9525,16.9413,17.8096,17.6276,18.1732,19.3254,19.55,22.3982,26.1528,30.117,30.2662,31.0573,14.5,14.6468,16.6386,25.5897,17.5863,17.4642,17.7661,17.8398,18.361,19.3626,11.0488,10.9168,10.8764,8.7604,8.2983,31.5188,14.7323,15.0765,17.2443
ATZ CN Equity,ARITZIA INC-SUBORDINATE VOTI, , , , , ,0.05,0.15,0.0972,0.08,-0.65,-0.08,0.1071,0.07,0.05,0.25,0.1425, , , , , , , , , , , , , ,28.055,25.4911,24.659, , , , , , , , , , , ,-16.0938,-16.7716,7.7507,15.6249,15.8244, , , , , , , ,10.838,11.3287,11.0414,9.4106,6.2779,-33.2043,10.992,23.6707,23.4319
ARTL US Equity,ARTELO BIOSCIENCES INC, ,0,0, , , , , ,0,0,-0.01, ,-0.02,-0.05,-0.05,-0.1681, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.7827,11.0705,11.2111,10.9632,8.1682, , , , 
ASND US Equity,ASCENDIS PHARMA A/S - ADR,0.0789,-0.6973,-0.3336,-0.5218,-0.9048,-0.5987,-0.8037,-0.5764,-0.8308,-1.035,-1.2219,-1.0888,-1.315,-0.6557,-0.9419, , , , , , , , , , , , , , , , , , , ,-48.1674,-51.954,-41.4421,-47.032,-62.1954,-48.294,-60.1041,-81.5704,-74.1545,-62.5565,-50.3174,-61.3727,-57.7617, , , ,-37.1964,-41.6238,-43.697,-46.8657,-62.1511,10.5417,10.3009,9.157,10.312,11.1439,-55.8032,-57.6438,-52.2535, 
AEEX US Equity,ASIA EQUITY EXCHANGE GROUP I, , , , ,0,0,0,0,0,0,0.006,0,0.01, , , , , , , , , , , , ,175714.2813,1084.0198,873.1466,344.7527, , , , , , , , , , , ,-63.8906,-10.0384,355.7042,13.0766,18.0094, , , , , , , , , , ,10.3609,10.8202,9.3659,7.2859,4.9263,22.6286, , , 
ASPN US Equity,ASPEN AEROGELS INC,-0.12,-0.12,-0.11,0.07,-0.08,-0.06,-0.13,-0.25,-0.39,-0.23,-0.13,-0.07,-0.29,-0.29,-0.27,-0.59, , , , , , , , , , , , , , , , ,-28.3015,-8.5035,-8.688,-5.0964,-4.3293,-3.2399,-3.4097,-9.6499,-16.3593,-20.2761,-20.9674,-17.4171,-16.6992,-18.6755,-15.8333,-37.3711, ,-8.62,-8.8045,-5.213,-4.4425,-3.3496,-3.8712,10.3242,18.2148,31.2938,23.5818,28.2121,-16.901,-19.3175,-16.398,-40.2343
HOME US Equity,AT HOME GROUP INC, , , ,-0.0249, , , ,1.1561,0.1231,0.1247,-0.03,0.25,0.17,0.16,0.04,0.16, , , , , , , , , , ,7.7692,24.0483,26.415,36.1892,32.7136,41.7241, , , , , , , ,5.4968, , , ,4.9354,4.8343,4.8325,5.0551,4.305, , , , , , , ,9.8464,9.6617,9.9724,10.0617,-0.199,6.435,6.9694,6.8758,5.6517
ATRA US Equity,ATARA BIOTHERAPEUTICS INC,-0.42,-0.62,-0.43,-0.75,-0.58,-0.66,-0.88,-0.63,-0.88,-0.94,-1.02,-1.15,-1.05,-1.15,-1.29,-1.75, , , , , , , , , , , , , , , , ,-26.8056,-39.719,-24.3907,-27.7385,-27.9366,-31.7922,-27.6499,-28.2967,-33.3643,-38.3447,-43.5824,-55.9817,-40.7735,-47.9729,-62.38,-91.2406, , , ,-27.36,-27.5029,-31.1977,-27.1751,9.56,10.4473,10.9242,11.2846,11.3348,-40.2429,-47.1273,-61.0827,-89.2934
ATTO US Equity,ATENTO SA,0.28,0.09,0.24,0.07,-0.07,-0.11,-0.0512,0.2264,0.12,-0.05,-0.16,-0.12,-0.02,0.05,0.0365,0.2, ,52.4611,29.9175,10.9441,13.2329,19.1375,29.2194,27.8642,23.6001,25.4834,45.8962,350.3745, , , ,18.5254, ,5.812,4.4799,7.8137,6.4357,4.875,2.0573,6.2711,7.3228,4.3943,6.4769,1.4947,-1.7799,3.6685,3.8839,4.5676, , , ,11.3936,5.6697,2.119,-2.7451,9.5218,14.7434,12.8783,14.025,10.473,-6.8564,-5.6714,-1.6663,5.3149
ATH US Equity,ATHENE HOLDING LTD-CLASS A,0.99,0.5614,0.4038,1.3027,0.47,1.0375,0.6783,1.92,2,1.6656,1.3956,2.23,1.36,1.34,3.24,-0.53, , , , , , , ,36.1474,67.9794,127.5974,81.1901, ,34.6537,18.4448,50.582,3.7325, , , , , , , ,6.2662,10.8641,14.2183,9.2552,12.2572,5.108,21.8428,21.9057,26.2729, , , , , , , ,9.4792,9.0437,5.6123,0.3161,-0.3033,16.0447,14.8311,18.1644,12.2393
ATKR US Equity,ATKORE INTERNATIONAL GROUP I, ,0.09, , , ,0.22,0.33,0.25,0.28,0.3,0.43,0.33,0.43,0.83,0.73,0.69, , , , , , , , ,19.1478,18.9887,15.5058,12.9298,14.2675,12.3266,10.8614,11.8232, , , ,2.7915, , , ,9.8761, ,12.2794,12.343,11.146,12.135,12.9377,13.7628,14.8755, , , ,-2.9782, , , ,9.4637,9.7499,13.1129,14.336,15.7272,28.2298,64.0345,59.8383,56.59
AY US Equity,ATLANTICA YIELD PLC,-0.18,0.14,0.26,-2.34,-0.26,0.03,0.33,-0.15,-0.12,0.2433,0.299,-1.54,-0.05,0.7196,0.5305,-0.79, , , , , , , , ,232.8889,70.4272,72.3379, , , , ,47.7993,2.153, , , , ,1.4783,1.324,2.2672,2.7128,3.565,3.7679,-10.3955,-11.8984,-11.5281,-11.1635,2.4934,-1.2412,-0.1967,0.374,-11.5022,-12.4542,-11.2187,-11.2604,9.4398,11.6676,12.1396,10.1133,16.7841,-5.8705,-3.1562,-1.8473,2.464
ATLT US Equity,ATLAS TECHNOLOGY INTERNATION,0,-0.0006,0,-0.0001, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9.313,9.5211,8.8895,9.0503,7.8596, , , , 
TEAM US Equity,ATLASSIAN CORP PLC-CLASS A, ,0.03, ,-0.01,0.03,0.03,-0.01,-0.02,-0.01,-0.01,-0.08,-0.09,-0.05,-0.28,-0.06,-0.11, , , , , , ,616.2856,902.3447, , , , , , , , , , , ,8.114, , , ,1.0513,-1.326,-2.0461,-4.3644,-6.5637,-7.4778,-15.858,-14.727,-8.8024, , , ,4.2964, , , ,9.2977,13.0633,16.6266,17.7731,28.5363,-6.0038,-13.8762,-12.8633,-12.9698
ATOM US Equity,ATOMERA INC,-2,-1.28,-1.09, ,-1.54,-1.61,-0.55,-0.2841,-0.29,-0.3,-0.27,-0.21,-0.26,-0.26,-0.28,-0.22, , , , , , , , , , , , , , , , , , , , , , , , ,-99.5706,-105.7477,-59.5851,-61.6321,-67.3073,-74.3075,-89.243,-75.6181, , , , , , , ,9.0359,9.7424,9.2067,8.4781,6.7459,-66.7054,-73.5139,-88.2262,-74.5405
LIFE US Equity,ATYR PHARMA INC,-9.39,-0.74,-0.48,-0.7,-0.68,-0.65,-0.58,-0.53,-0.56,-0.51,-0.43,-0.39,-0.36,-0.35,-0.24,-0.21, , , , , , , , , , , , , , , , , , , ,-70.687,-69.654,-50.2471,-58.4284,-60.124,-66.7157,-71.37,-59.5487,-60.7965,-66.1225,-71.2986,-53.444,-49.6438, , , , , ,-52.4917,-60.8252,8.8302,8.8951,8.8421,8.9525,7.334,-86.4413,-102.4366,-71.2986,-70.5172
BOLD US Equity,AUDENTES THERAPEUTICS INC, , , , ,-0.2915,-6.43,-0.94,-2.1149,-0.83,-0.87,-0.88,-0.8137,-0.74,-0.85,-0.97,-0.84, , , , , , , , , , , , , , , , , , , , , , , ,-53.384,-67.9866,-61.779,-53.6406,-64.231,-42.7606,-42.2637,-48.7291, , , , , , , , ,8.49,8.1174,7.8941,6.9196,6.0108,-42.9452,-42.2736,-48.409, 
ARSN US Equity,AUREUS INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.7658,8.0969,8.2202,8.3523,8.4711, , , , 
EARS US Equity,AURIS MEDICAL HOLDING LTD,-2.8,-3.2011,-1.5,-1.6,-2.6,-2.5,-2.3,-1.5844,-2.2,-1.2,-1.4,-1,-0.3,-0.5,-0.14,-0.12, , , , , , , , , , , , , , , , ,-70.1399,-85.6883,-52.8264,-60.5549,-74.2484,-75.1265,-87.7636,-101.9769,-128.8789,-167.1088,-262.1086,-394.4078,-445.8472,-1976.8438, ,-1115.5759,-63.9807,-81.6486,-51.0786,-59.31,-73.8872,-71.2801,-88.6371,7.63,-1.9348,3.8683,7.203,11.5879, , , , 
ASCK US Equity,AUSCRETE CORP,0,0,0,-7.6,0,0,0,-164.8,0,-5999.9999,-20,-23.532,0,-0.07,-0.11, , , , , , , , , , , , , , , , , , , ,-11.9283,-278.0327,-3796.7974, ,-46.2555,-2975.0388, , , , , , , , , , , , , , ,-48.4347,7.5775,7.1241,6.7486,6.5307,6.7968, , , , 
APR-U CN Equity,AUTOMOTIVE PROPERTIES REAL E, , , ,0.8671,-0.5358,-0.1401,0.0535,0.258,0.0464,0.221,0.4868,0.252,0.554,0.203,0.211,0.4417, , , , , , ,43.0095, ,50.6152,19.2283,10.8922,10.8577,6.6802,6.9998,8.7757,6.3871, , , , , , , , ,7.6317,8.6103,8.7402,8.38,8.3667, ,7.6532,6.8383, , , , , , ,5.0491,7.4341,8.126,8.5579,9.5569,10.4225,23.554,22.6287,17.9383,18.5244
AVGR US Equity,AVINGER INC,-49.7647,-33.2,-43.2,-42.8,-51.2,-42.4,-29.2,-23.2,-25.6,-21.6,-17.2,-12.58,-7.99,-0.98,-0.56,-0.31, , , , , , , , , , , , , , , , , , ,-103.9197,-138.1102,-93.6379,-109.231,-97.3221,-115.9795,-159.8386,-190.2269,-139.0089,-163.3395,-141.5784,-168.6454,-182.4309,-175.8699, , , , ,-239.1146, ,-290.1754,7.3669,9.1852,10.6225,10.8717,10.7146, , , , 
ARIC CN Equity,AWALE RESOURCES LTD, , , , , , , , ,0,0,0,-0.0272,-0.0126,-0.02,-0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-21.2789,-51.4487,-60.0127, , , , , , , , ,7.3232,8.0852,8.3853,8.836,9.8522,-21.9151,-53.0831,-61.9377, 
AXTA US Equity,AXALTA COATING SYSTEMS LTD,0.2,-0.11,0.15,0.1539,0.13,0.21,-0.03,-0.16,0.27,-0.09,0.23,-0.26,0.29,0.31,-0.05,0.32,35.2669,68.8544,41.316,42.82,51.2196,33.4913,30.5099,24.7796,26.1854,26.1433,25.0505,26.8727,25.4417,24.2579,22.3842,18.5165, , ,-7.9466,-8.8761,-9.3881,7.3485,7.3007,5.9933,6.2044,3.42,3.4719,2.0241,2.0417,4.2653,-1.8162,2.0558, , ,4.8468,8.648,7.3261,13.7461,9.9279,7.313,7.5935,7.7409,7.4098,1.8291,3.17,10.7561,5.4998,16.6935
AIOM US Equity,AXIOM HOLDINGS INC,0,0,0,0,0,0,0,-0.0029,0, , , , , , , , , , , , , , , , , , , , , , , ,-931.3698,-1196.8975, , , , , ,-0.2079,-6.6191, , , , , , , , , , , , , , ,7.2559,-10.993,35.3639,22.6209,31.7369, , , , 
AXGT US Equity,AXOVANT SCIENCES LTD, , , , ,-0.31,-0.15,-0.64,-0.3,-0.38,-0.43,-0.48,-0.53,-0.65,-0.64,-0.54,-0.2349, , , , , , , , , , , , , , , , , , , , , , , ,-102.8186,-52.0246,-66.8581,-69.4266,-81.2468,-84.3814,-114.6538,-150.036,-144.3927, , , , , , , ,7.244,5.4169,2.6271,-59.0706,-37.248,-95.0449,-133.1009,-182.4065,-225.9531
AXSM US Equity,AXSOME THERAPEUTICS INC, , , ,-0.23,-0.31,-0.36,-0.38,-0.38,-0.41,-0.3,-0.27,-0.31,-0.19,-0.32,-0.31,-0.32, , , , , , , , , , , , , , , , , , , , , , ,-144.1743,-80.3306,-81.9471,-98.667,-103.0137,-132.1748,-114.7748,-158.6103,-167.3096,-266.896, , , , , , ,-144.8434,7.1944,6.8324,6.8289,3.3698,3.1914,-123.0283,-181.0977,-327.5993,-350.7812
AZRE US Equity,AZURE POWER GLOBAL LTD, , , , , , , , , ,-128.7558,-23.4233,-12.8414,6.14,-41.5936,-1.9512,5.5877, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.2418,2.396,4.8736, , , , , , , ,7.0957,5.9687,5.8218,5.8292,5.746, , ,-10.1627,-6.5279
AZRX US Equity,AZURRX BIOPHARMA INC, , , , ,-0.42,-0.6284,-0.5305,-0.6079,-0.29,-0.27,-0.28,-0.2143,-0.29,-0.22,-0.15,-0.2348, , , , , , , , , , , , , , , , , , , , , , , ,-289.302,-578.2029,-392.3115,-3091.3843, ,-763.639,-182.6302,-272.3793, , , , , , , , ,7.0924,9.5126,17.1311,22.5524,-67.4194,-927.8041,-204.6361,-288.0678, 
BLNC US Equity,BALANCE LABS INC,-0.004,0,0,-0.02,-0.01,-0.01,-0.01,-0.0193,-0.01,-0.01,-0.01,-0.0081,0,-0.01,-0.01,-0.0095, , , , , , , , , , , , , , , , , , , , , ,-174.3206,-253.1517,-447.5678, ,-258.7233,-1123.9845, , , , , , , , , , , , ,6.9651,-0.871,-1.4433,-0.2249,0.2302, , , , 
BLYQ US Equity,BALLY CORP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.8036,7.6134,7.7075,7.4833,4.7201, , , , 
BCTF US Equity,BANCORP 34 INC,-0.0782,0.1075,0.0391,0.0289,0,0.1416,0.171,1.2907,-0.06,0.1,0.25,-0.1815,0.11,0.12,0.04,0.0574, , , ,77.1989,63.6462,49.7381,33.25,7.8696,8.2671,9.3714,8.8764,135.9597,53.8623,51.7649,185.3359,45.1791, , , , ,2.6314,2.335,2.7254,8.543,8.6234,7.3714,6.3036,0.9246,1.2689,1.0402,0.3471,1.292, , , , ,2.004,2.387,3.857,6.7824,6.7927,6.8723,5.114,4.1512,1.8538,2.0011,0.6137,2.2045
BXNG US Equity,BANG HOLDINGS CORP,-0.02,-0.02,-0.01,-0.0248,-0.01,-0.01,-0.01,-0.0188,-0.01,-0.01,-0.01,-0.0024,-0.01,-0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.7085,6.3173,3.759,1.5743,7.4877, , , , 
BZUN US Equity,BAOZUN INC-SPN ADR,-0.83,0,0.15,0.27,0.09,0.03,0.39,1.2,0.2,0.54,0.39,2.67,0.27,0.66,0.51,3.3, , , , ,112.5544,118.3893,152.2376,52.6806,61.1615,69.4362,101.0405,57.8281,80.0884,96.6145,85.3667,42.9412, , , ,1.2897,1.3983,1.0253,2.1268,5.1528,5.8809,7.4263,6.7317,10.7895,11.5529,10.7808,9.9695,11.8324, , , , , ,2.176,3.1347,6.5636,15.171,16.077,-88.9166,-102.3752,12.448,12.4344,12.5633,13.531
BGNE US Equity,BEIGENE LTD-ADR, , , ,-3.05,-0.97,-0.73, , ,-0.1,-0.12,0.21,-2.19,-0.16,-0.22,-0.19,-0.35, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-16.9035,-30.3806,-37.4826,-55.3148, , , , , , , ,6.5228,7.0572,11.1768,11.8357,30.4644,-17.7975,-33.142,-37.1124,-55.9374
BLPH US Equity,BELLEROPHON THERAPEUTICS INC,-1.27,-0.9,-0.86,-0.83,-0.54,-0.39,-0.3,-0.37,-0.6,-0.12,-0.22, ,0.07,-0.2,0.19,-0.0158, , , , , , , , , , , , , , , ,18.1238, , ,-128.177,-174.6846,-94.3074,-96.0616,-93.2749,-97.22,-212.3386,-275.5151,-172.3926, , , , , , , ,-128.0205,-174.4186,-94.1266,-95.8519,-93.0305,6.494,5.2737,7.6823,7.5061,8.3175, , , , 
BLCM US Equity,BELLICUM PHARMACEUTICALS INC,-0.3,-0.4,-0.51,-0.63,-0.56,-0.61,-0.66,-0.74,-0.8,-0.74,-0.71,-0.66,-0.68,-0.6,-0.55,-0.63, , , , , , , , , , , , , , , , , , ,-82.4049,-28.4653,-33.0389,-38.7877,-44.0645,-51.0439,-45.7052,-55.976,-66.0359,-75.1319,-65.1046,-59.1893,-68.3791,-102.0068, , , ,-28.2541,-34.3017,-40.6179,-47.3875,6.2126,5.9761,6.2893,4.0481,-3.8405,-88.5264,-78.5258,-94.8326,-128.0462
BMXC US Equity,BEMAX INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.1738,6.6667,8.5177,8.5099,12.3552, , , , 
BGSF US Equity,BG STAFFING INC,0.02,0.21,0.3,0.2041,0.11,0.18,0.27,0.2656,0.15,0.26,0.36,-0.0998,0.28,0.56,0.5,0.4756,100.432,36.3959,21.7883,16.2995,13.6899,17.341,19.8455,18.9432,16.1923,19.8965,16.9428,25.116,25.1639,24.5694,26.8765,13.6941,6.0987,8.4852,12.5183,15.1832,16.3247,17.1835,16.1876,15.63,16.4196,14.0937,14.8364,9.5128,11.8903,13.5587,15.467,23.3744,10.5578,16.4487,25.869,25.2882,28.9474,19.13,18.5624,6.1315,5.7362,5.5691,4.9492,-2.9031,17.7141,19.564,22.526,33.4798
BDPT US Equity,BIOADAPTIVES INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.079,6.2564,6.296,7.0744,7.101, , , , 
BIOC US Equity,BIOCEPT INC,-33.3,-19.8,-21.6,-21.6,-22.5,-18,-17.1,-8.1,-6.3,-6.3,-6,-5.4,-3.3,-2.7,-2.42,-1.43, , , , , , , , , , , , , , , , ,-102.4583,-110.7678,-161.74,-267.1015,-163.0737,-194.0047,-631.6785,-312.1146,-216.6671,-188.9944,-745.1025,-690.2679,-154.6733,-243.3347,-223.2323,-883.3696,-126.7583,-173.7241,-315.6487, , , , ,6.0057,7.4279,6.7755,6.0947,7.1243,-171.5963,-278.8435,-292.6357,-1162.011
BHTG US Equity,BIOHITECH GLOBAL INC, , , , , , , , , , , , ,-0.49,-0.39,-0.15,-0.1437, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.9367,3.0799,1.5618,-2.1396,1.3965, , , , 
BIIO US Equity,BIONOVATE TECHNOLOGIES CORP, , , , ,-0.005,0,-0.05, ,-0.5,10.6,0, ,-5.5,-0.15,-0.17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.6185,6.1016,9.9581,15.3988,13.789, , , , 
BPMX US Equity,BIOPHARMX CORP,-0.33, , , ,-0.33,-0.24,-0.18,-0.19,-0.17,-0.18,-0.12,-0.09,-0.08,-0.05,-0.05,-0.03, , , , , , , , , , , , , , , , , , , , , , , , , ,-2975.7773, ,-733.1462,-988.0982, , ,-417.6808, , , , , , , ,5.4292,5.4323,5.8864,5.5645,5.7316,-1653.3334, , ,-509.8039
BSGM US Equity,BIOSIG TECHNOLOGIES INC,-0.65,-0.875,0.05,-0.275,-0.375,-0.8,-0.2,-0.1632,-0.35,-0.3,-0.175,-0.411,-0.225,-0.45,-0.22,-0.348, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-6275.9399,-1019.4108,-2249.6929, , , , , , , ,5.4188,6.7817,8.0403,7.7315,9.6745, , , , 
